我##他##我##我##他##她##他##我	我一直加他好友加不到，这个兄弟/小姐姐帮我拿了印章之后我找不到人了。。。如果有人认识他/她请让他同意一下我的好友申请可以吗。。。
我##我##我##他	我们遇到的情况是这样的。比如商品是：【二手95新】索尼PS4游戏主机 11/12型slim/PRO原装手柄娱乐体感游戏机 【爆款】Slim 500G原装主机 原装标配这个看名称是个，游戏主机。所以，我们不想用户输入，手柄的时候，把这个查出来。但是，我感觉这个，就算计算机，也分析不出来，他是手柄还是游戏机吧@深圳-大数据+NLP-老队长
你##你##你##她	还在拿死工资养家吗？空闲时间做副业，在工资之外给自己挣点零花钱，40元即可开启财富旅程，40元买不了车，买不了房，但是可以给你一个致富的路径，操作简单，导师全程带队，包学包会，只需一部手机即可。有兴趣加QQ：3007215997 加Q又不要你钱，假的你就删了她好了，未成年勿扰。
你##你##你##她	还在拿死工资养家吗？空闲时间做副业，在工资之外给自己挣点零花钱，40元即可开启财富旅程，40元买不了车，买不了房，但是可以给你一个致富的路径，操作简单，导师全程带队，包学包会，只需一部手机即可。有兴趣加QQ：3007215997 加Q又不要你钱，假的你就删了她好了，未成年勿扰。
我##你##我##你	夏日炎炎，小冰给大家带来了好多清凉小物补给包，@我说「你画我猜」，看哪幅灵魂作品能给你带来清凉感觉!
我##我##我##我	我想问个问题 我有10万个文档 然后怎么能方便的弄出来 相似文档呢？我看一个word2vec 可以做[图片]但是这是针对俩个单独文档的 我是要整个嵌套循环吗？
我##我##我	谁知道工程伦理课程事情要找谁，我明明去上课了，给我发短信说我缺课了
我##我##我	有需要Beats Solo3耳机的吗？我买一台ipad教育活动赠送耳机，耳机我不需要，转卖，价格好说，有需要的私聊我哈
你##我##你	[表情][表情][表情]你有可能被打我告诉你
我##你##你	嗯，同学，我跟你道歉，在你不想看到的地方发了链接
我##我##我	我们现在一群人在给小狗找领养，在给大狗申请绝育名额，小狗已经领养了走了四只了，绝育估计也会下学期搞定，追人这件事情我们也会想办法处理的，如果处理不好我们也会通知保安的
我##我##我	@生地所—娄泊远 我也是今天早上，从操场追出来，我还以为它们要一直跟我回宿舍[表情]
她##她##我	捡到了马玉珏同学的公交卡，如果有认识她的请让她和我联系一下～
我##你##我	我以为你不记得我了
你##你##我	你确定你没看错 我就在207坐着
我##我##我	那位会编程的好心人帮我看下我这是什么问题呢，小白我不懂哎，JavaScript语言[图片]
我##我##我	是不是应该订了就行了，我也没有来国科大发给我的短信，但是我收到了付款短信啊
我##你##他	我帮你揍他
我##我##我	这教室我在这我还说我占一个教室呢[表情]
你##我##我	你不赞，我不赞，我们队何时能出头
我##我##我	不是，我说买地铁票，我在南京就直接在地铁站进站口那里买啊，北京站要排好长的队，还有好多拉着我说，小伙子，五元一张，排队多累啊，
你##他##他	你不能想让他跳，他就跳
我##我##我	我怎么感觉我的减的这么快[表情]我开快了减的更快，错觉吗[表情]
你##我##我	你一赞，我一赞，我们队今天就出道
我##他##你	啊~我们研究所的同学呢，怎么让他联系你呀@水生所～薛娟娟
我##你##你	@农资中心-苑霖 我记得之前联通好像也有校园卡活动..移动要是没了你可以办张新卡，选你想要的任意套餐。之前好像有人科普过，现在什么套餐都能换了。
我##我##我	 招募考研辅导员帮好朋友转，有需要的扫码↓距离2019年考研初试不到80天了，如果您对考研冲刺有好的建议或者对研究生初试有好的方法技巧，请联系我们，我们可以给您安排一场视频直播分享课(30分钟讲解+10分钟答疑)有意者请联系我，有小酬100元。
我##你##我	在我眼里，你就是大佬，我还没学到那儿呢
你##你##你	关键词是如何提取的？有监督方法和无监督方法有何区别？带你实战NLP项目，代码详解！今晚8点，网易特邀讲师July，带你实战NLP，【2种方法带你提取报告关键词 】免费直播预约链接：https://url.163.com/RPf
你##你##你	A计算机视觉免费直播已开始！教你卷积网络和场景分类应用案例！什么 是卷积网络？AI-XLAB创始人覃秉丰老师告诉你答案 ！教你【池化，padding】和卷积网络【经典模型LeNET-5】，带来【场景分类】应用 点击观看免费直播：https://url.163.com/kdh
我##我##我	请问一下 我在使用tf.nn.conv2d_transpose()也就是反卷积的时候 里面output_shape的第一维如何设置为我输入的batch  因为我输入的batch是在改变的
我##他##他	我之前寄德邦 他们不愿意寄玻璃瓶的水，其他的快递小哥说藏到衣服里，都可以
我##她##她	我妈说，她小时候也有这样的经历，当时小伙伴都跑了，她一边哭一边在坑壁上挖出落脚的地方，好不容易才爬上来[表情]
你##我##你	不过你来济南我就带你去吃犄角旮旯里地道又好吃的鲁菜
你##我##你	你来济南我带你吃呀
我##你##我	@计算所-卫岚宁 我跟你应该很近，我也想找个车什么的
我##我##我	叮~您收到一份2019《AI  学习计划》1、每天晚上抽出两小时学习2、每周五2小时的考试，每周我会按时回访您督促您学习3、周一周三学习，周二周四做作业和项目，有效提高学习效率4、有问题，讲师助教QQ随时在线，随时提问为什么是我们？1、全部是BAT在职讲师，全程工业项目经验授课2、每周日线下实训，讲师面对面交流解决您的诉求3、前五期就业平均薪资30万4、前五期只要想就业的100%就业机器学习集训营第七期，囊括上述所有计划。课程链接：[图片][图片]http://www.julyedu.com/weekend/train7现：课程特惠名额仅剩4个，速来"领取"特惠名额，并开始执行您的专属2019《AI  学习计划》吧~~~[表情]我还可以为您的学习计划“提供”500元启动资金哦~~~（优惠500元~）
我##我##我	但是我之前理解错了哦，我有空也试试这个归一化，跟我之前理解的不一样呢
我##我##我	求问一下:我用多项式贝叶斯分类器做文本分类，我人工提取了一些特征集。我如何把这个特征集传入到分类器？
你##我##我	你好好研究源码是怎么做的吧，我觉得我讲不明白，只能说技术无罪。
我##我##我	叮~您收到一份2019《AI  学习计划》1、每天晚上抽出两小时学习2、每周五2小时的考试，每周我会按时回访您督促您学习3、周一周三学习，周二周四做作业和项目，有效提高学习效率4、有问题，讲师助教QQ随时在线，随时提问为什么是我们？1、全部是BAT在职讲师，全程工业项目经验授课2、每周日线下实训，讲师面对面交流解决您的诉求3、前五期就业平均薪资30万4、前五期只要想就业的100%就业机器学习集训营第七期，囊括上述所有计划。课程链接：[图片][图片]http://www.julyedu.com/weekend/train7现：课程特惠名额仅剩4个，速来"领取"特惠名额，并开始执行您的专属2019《AI  学习计划》吧~~~[表情]我还可以为您的学习计划“提供”500元启动资金哦~~~（优惠500元~）
我##我##他	@July @翻滚吧_加号 @寒小阳 老师，有个问题想请教下，是这样的：目标是：我想在YELP有评论的数据集上，计算两条评论相似度做法1: 我用B训练集做分类任务，把模型训练好后，把A数据集的评论数据输进去，把他们向量表示取出来，计算两个向量之间的距离。这样做是不是不对？
你##你##你	@火鸟 你好，你看你有什么问题可以再提，再问一下哈
我##我##我	帮忙看下，我有两个特征文件，我想做特征组合。我的思路该是啥
他##我##你	[图片][图片]问水友们个事儿，y部队的杀伤与人数有关，x部队亦然。现在y和x部队互相攻击，显然y和x都会损员，损员又反过来影响他们的杀伤，如此纠缠的系统，该怎么求解？？我用差分方程已经推导了，然而求解毫无切入点希望听听你们的提示，比如提示应该用什么方法完成这个建模
我##你##你	@游云飞草 我觉得对于你，还是不要去绕到深度学习的范畴去，如果你想快速实现的话。
我##我##我	请教大家一个问题，我使用CustomDictionary.insert插入了几个词，然后起作用了，然后我再remove了，分出来的词还是我自定义的词性是为什么呢
我##你##我	加我QQ2476493844，你所要的，小妹都有，加我吧交个朋友[图片]
我##你##你	我感觉你可以把你词库搞成增量式更新方式，把地址供给大家使用
我##你##我	加了我就是你的人，加我Q哦3007178368[图片]
我##他	三食堂二楼[表情]和我同行的朋友说他也被老外插队了
我##我	想问一下大家寝室温度都够吗我们寝室暖气报修发现室内只有15.6度，不知道是我们寝室暖气的问题还是大家温度都比较低啊
我##我	@我不管，我最好看 不需要票
你##我	你莫不是交错了，我每次交都是秒到
你##你	顺丰你可以在微信上预约下单，快递小哥会联系你的
我##我	话说有没有奥运村校区的想办健身卡，锐健身，新开的那家，设备新比较全，带25米的游泳池，两年卡2850，我们所这边差不多8个人，想看看能不能凑多点人走个更低的团购价。感兴趣的私我一下
我##我	我在图书馆网站实时咨询图书馆员，没有理我
我##你	我可以给你煮
我##我	可是，并没给我退回来话费，给我扣了[表情]
我##我	下次我见到它再追人我们就吓唬它，马上就寒假了，学校没人它们就会走的
你##我	@生态中心-卢森 你更厉害，我这还只有三条，一条黑色的小狗它叫的也凶得很
我##你	我更佩服你们零下十几度也去操场玩
我##我	我是觉得今天早上那个热闹，估计6公寓的都被我们吵醒了[表情][表情][表情][表情]
你##他	就是让你写一篇作文，他给定题目，写600-650词的作文
他##我	他不是诈骗，我回复了除了态度很差很烦躁以外，都解决了，哈哈
我##她	hhh我和她联系啦
你##我	袄，听说找你了我就不管了
你##他	你可以和其他学校的同学换着用
你##他	你在其他学校可以用这个，方便出差的
我##他	请问有人昨天早上十点以后在教二121捡到一把雨伞吗？内蓝外黑的[表情]   如果用完了拜托还请放回原处，我每天都会去接他[表情]
你##你	奢侈？看来你需要一个人帮你一起用[表情]
你##我	嗯，看到你了，我啥都没说就上了
你##我	同学你的身份证钱包掉在公交站。l请联系我13716670470
他##你	可以让他加你咨询点问题吗
我##我	有没有同学想要自行车。我昨天刚网购了一辆，质量完好，但对我来说比较小
我##我	到时候可以叫我  我可以当被实验者
他##我	估计他没有看qq 但我真的有点急啊[表情]谢谢大家啊！！
我##他	我同学说他的口译不错
我##他	等我回去之后给他
我##他	我就是帮他问的
你##我	@梦飞翔 你还可以先找找周三上午的，这样我们可以三人互换
我##你	我给你@遇见LUCK。
你##我	你就说我网络乞丐
我##你	[表情][表情]别怕，我这种5.30到北京，还的去所里找老师的人都不怕，你怕啥
我##我	我和我舍友的都不行了
我##我	就刚刚插了一下，一开始可以打开，然后一开就卡。卡了之后我现在自己的电脑都不能用我的u盘了
我##我	我之前也插过好多次没问题的……但是这一出问题就整个u盘都报废了，还好我文件都有备份……
我##他	我是想问问群里有没有坐过校车的？在其他校区坐到回雁栖湖刷校园卡就能上车的校车？
他##我	清真开了 其他的我不清楚
你##我	你问问管理员，我也没借过
我##我	我怕我磁条有问题
你##我	你不如去找学传媒的（我校不设此专业
你##我	你认识吗？我现在还在操场
你##他	你把水龙头关上他还会扣钱吗？
你##他	还有一个问题 当时更改用户名时填的邮箱不是国科大邮箱  现在貌似不能改了  会影响之后教务处发通知嘛 还是不管你账号是啥他只会发到国科大邮箱
你##她	你给她说一下
我##我	有没有，明天早上要去北京城，晚上回的？如果有，我把我的票转让一下
我##我	想问一下，我约的是玉泉到雁栖湖的，看到路径中关村校区，我可以去中关村座吗？
你##他	你们其他住顶楼的热么？也会经常凉了？
我##我	我也就第一节课占了一次坐……然后我就感觉没啥必要占座了
你##你	反正你怎么也得一刻左右在那等。人上完立马就走根本不等的，你要看到北门没人就说明车走了。
我##她	我捡到了她的学生卡
我##你	我有肥皂你敢捡吗[表情]
你##你	要不你先查查你写的那个@海洋所_哩哩
我##他	我看了看他们的路线感觉差不多
我##你	一支笔占座的我都见过，你这个不算啥[表情]
你##你	下次你教室门上挂把锁 那整个教室都你的了[表情][表情]
我##我	但是我本科的时候看到有人澡堂洗澡全程穿着内裤，当时我就惊了
我##我	我感觉澡堂闷的我头晕[表情]
你##我	@心理所-唐子煌 你好，我查了地图，好几个门
你##他	把你QQ号给他
他##我	他不回复我
我##我	请问如果我专业有五门核心课…我都选的话都要设为学位课吗 还是设够了两门之后别的可以不用当作学位课了
我##你	我帮你在群里问问
他##你	他骗你的
我##他	我还怕他不开了。
你##你	问卷调查下：各位在读研究生的工资包含哪几部分，分别是多少，你们同学的工资一般是多少？问卷调查下：各位在读研究生的工资包含哪几部分，分别是多少，你们同学的工资一般是多少？
你##我	你们比我们高
我##我	请问大家有人知道我们学校会帮我们交医保的费用嘛
我##你	@医学院+王梦月 我戳你啦
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述￥nxy8bSUKhKz￥后咑閞手机淘宝或者用浏览器咑閞https://m.tb.cn/h.38xf3UD 查看
我##你	来来我转给你吧@过程所-苏凯
我##我	我联系一下我同学
我##我	真不是哈哈哈地铁小哥哥当时跟我讲的不能用了我也不是很清楚
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述$TUCobhlG3cq$后咑閞手机淘宝或者用浏览器咑閞https://m.tb.cn/h.38VfMr4查看
我##我	我想转让2张嘻哈包袱铺交道口专场10月26号的演出票1排11、12座（正中间）价格可以商量大家有想要的私聊我哈[图片]
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述￥4OyebhJochf￥后咑閞手机淘宝或者用浏览器咑閞https://m.tb.cn/h.387Wz4D 查看
你##我	这个伞的主人，你是不是拿错啦？我的伞和这把差不多，咱们找个时间换回来呀（地院联欢时）
你##你	寻人。。。[表情]有认识蔡超的吗？就是今天下午1点半要上董锁成老师的课程资源循环与利用的，你没来老师让联系一下你。。。
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述￥rhFrbhoq8KF￥后咑閞手机淘宝或者用浏览器咑閞https://m.tb.cn/h.38e2hOX查看
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述￥K80HbhoeW3o￥后咑閞手机淘宝或者用浏览器咑閞https://m.tb.cn/h.38g4sKY?sm=2fa6c5查看
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述$SS38bhPEYH8$后咑閞手机淘宝或者用浏览器咑閞https://m.tb.cn/h.3RHcmE3查看
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述￥Abe1bhMFUz9￥后咑閞手机淘宝或者用浏览器咑閞https://m.tb.cn/h.3RvjHD4查看
我##你	我私信你吧
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述¥okTcbhOmGFg¥后咑閞手机淘宝或者用浏览器咑閞查看
你##你	各位小伙伴们，！万众期待！万众瞩目的主持人大赛！终于要开始啦[表情]这次大赛是为了给咱们学校的所有大型活动（敲重点！！包括40周年校庆！！）选拔出一支优秀的主持人团队哒[表情]在这里你不仅可以充分享受舞台美妙，还可以结识到许多志同道合的小伙伴一起赏风赏月赏雁栖[表情]时间截止到9.20晚8点～报名链接:http://cn.mikecrm.com/CZ87dze，也可学生会公众号后台回复“报名”。青春的约定！只等你来！！
你##他	那麻烦你找找他
我##我	【我正在PK人气赢能量，快来为我点赞】，復·制这段描述₰Kz3ubhOm7qK₰后咑閞手机淘宝或者用浏览器咑閞查看
我##我	我想问下 玉泉路那边的图书馆 我们能去吗
我##他	一个师兄让我帮他盖个章
我##我	有没有认识黄露露的，快递写错手机号寄给我室友了。有认识的话先戳我吧，谢谢。
你##你	但是你确定你点的是恢复出厂设置吗
你##我	可能不希望你看中文的文献……反正我们所网可以下cns，但是下不了知网[表情]
你##你	你买了会给你盖个章，就不能用了
我##我	如果说要扣我的东西，我可不可以掉头去打车？[表情]
我##你	[表情]我和你一届
我##我	我发隔壁套间的客厅是我这个套间的2倍大
你##你	NLP免费直播即将开始啦！实战NLP，【2种方法带你提取报告关键词 】关键词提取步骤？有监督方法和无监督方法有何区别？带你实战NLP项目，代码详解！ 戳链接直接观看：https://url.163.com/ir6
你##他	#今天的日报来啦#[图片]今晚8点，年前最后一次直播！网易特邀AI讲师：郑林峰，领你步入工业界机器学习的关键之门！点击预约直播：https://url.163.com/Ta4AI工程师（自然语言处理）本期招生今天截止：https://url.163.com/mGkAI系列其他微专业年前最低价也仅剩2天啦！人工智能数学基础：https://url.163.com/ryv机器学习工程师：https://url.163.com/4eq深度学习工程师（实战）：https://url.163.com/3Gv
我##我	我刚试了一下，我这里没有问题
你##你	6场直播，一线AI&数据专家团带你入门！今晚8点，首场直播开始啦！网易特邀AI讲师 覃秉丰开讲：CV工程师的正确学习姿势是怎样的？带你近距离探索一线工程师日常“打杂”，最后奉上高效人工智能进阶知识树~~戳链接进入直播间：https://url.163.com/NtJ
你##你	#今晚8点，免费直播#20行代码带你实践kaggle比赛！来看看NLP的应用领域及一般处理步骤，20行代码－带你快速实践！了解行业现状及NLP的实际应用价值，最后送上独家学习经验心得。 点击预约直播：https://url.163.com/waL大家有什么关于AI学习的问题，可以在直播间提出，晚上直播老师会给大家详细解答哦！
我##我	地铁是真不严，进京火车安检我觉得可能分地方，我从济南过来开包翻了一遍。估计发胶这种喷雾性质的，还有易燃的不太能带。如果不发现也没事……@海洋所-牟文秀
我##我	哦哦，我好像有点懂了，谢谢，我回去试试！
他##我	有吉他社吗？我没看到
我##我	好吧，我上次看好像看不了了，可能是我网有问题
你##你	【直播预告】明晚8点，网易特邀AI算法工程师嘻牛老师带你了解什么是GAN（生成对抗网络）！大神已经准备发车，就等你来啦！！准时听课免费领取学习资料哦~戳链接预约课程：https://url.163.com/RPf[图片]
我##我	one-hot向量我知道，矩阵我就不知道了
我##你	我是用1.30.0版本，给你演示的。看新的截图。
我##我	人多就是不太好处理，大家都有自己的想法，凭啥我出了钱我洗个袜子还不行。
你##我	【今晚8点有直播】今晚8点，网易特邀AI算法工程师嘻牛老师带你了解什么是GAN（生成对抗网络）！要来哦~~预约课程：https://url.163.com/RPf直播间我们不见不散~[图片]
我##我	我奶奶晚上还给我讲蝙蝠的故事
我##我	听我爸说我们这边没有蝉，都冻死了=_=
我##你	有，我和gakki都在，不信你回头看[表情]
他##我	和小朋友洗澡，他们在水底挖了个坑，把我拉过去，差点就出不来了[表情]
我##你	我不知道你说的波动频率怎么算的正常两个时间序列[1,2,3,4,5], [2,3,4,5,6]这两个序列之间的差分分别为[1,1,1,1],[1,1,1,1,1]，它们之间的欧氏距离为0，非常相似
我##我	我们家那边挺多的，有一次我们爬树发现了一窝啄木鸟
你##我	你退我选，哈哈@物构所-叶黄黄
我##我	我们所我都不知道在哪查呢，问了院里也没人知道[表情]
我##你	@傲 我的狗毛都被你撸掉了
我##我	不过这几天我要回老家啦，回来我们可以约一波[表情]
我##你	我的理解是你要做向量转化
我##他	不知道  我那个同学在二群看他们发的
我##你	我以为你不在呢
我##我	@人文学院 韩东阳 我都不知道我以后的方向[表情]
你##我	你问了我应该大多都不认识
你##他	你认识赵明伟嘛？他是信电实验班的[表情]
你##你	来吧，兄弟，你和你楼上的恋爱吧
我##你	我不骗你
我##你	我给你们找一下
我##我	我去，这个表情包我要存
我##我	真的不是我说，最近我们连饭都没有
我##你	我觉得看你想从哪里入手了吧，工艺还是设备
你##我	不跟你们聊了我写作业去了
我##我	我虽然只来了几天但是我之前也来过啊[表情]
你##你	[表情][表情]到时候去你宿舍给你拍照
我##你	我猜你那宿舍必然是东北的
我##我	我13年第一年体验暖气，然后过年回家一个假期没有怎么离开我的床
你##我	你这成天在南海上漂着，我去广东也找不见人
你##你	回头你找不到给你解决户口的单位毕业了打回原籍
我##我	我看看我有没有必要免修[表情]
你##我	你之前报的是灯吗？如果是灯，师傅最近一直没有空来修，我一直在催
我##我	麻烦大神给我看下。我y1,y2行数相同啊。为啥它说维数不同
我##我	【年终大回馈】最后几小时！以下福利手慢无：七月在线VIP年会员，活动期间【1折】，明天起涨价至3650元http://www.julyedu.com/vip/newvip（新老用户私聊我，均有专属优惠券） 4门精品大课，免费领；机械键盘，数据硬盘，蓝牙耳机等【免费送】；100本纸质西瓜书包邮免费送【最后几小时】！ https://www.julyedu.com/christyear/index（新老用户私聊我，均有专属优惠券）
你##你	你的逻辑就是你认识26个英文字母，会读单词，就可以当翻译了
我##我	加我Q!陪我聊天啊!无聊死了!姐有福利
我##他	环境问题，正在处理，如果这两天不行，到时我们将给大家其他用户及IP登录，谢谢！
你##你	[表情]给你个关键字你就该第一时间搜索下.
我##我	[图片]自从我学习人工智能后，那些玩游戏的好友就不理我了
我##你	恩,我不会 所以请教下你的解决方案
你##我	你们七月的导师或助教，最好备注一下吧，也方便我们问问题
你##我	你可以听明白我的疑惑么？
你##你	人家的比你的专业多了 你那个都要淘汰的货了
你##你	那个小哥哥回答你之后好像你解决了哇，上面那个小姐姐的问题需要仔细看代码，中文哈～
你##你	嗯，实践出真知，如果你实验的没有错，应该是需要像你说的，所有数据一起归一化
我##你	我的意思是，你总要构造出来这样的数据，输入给模型吧
你##我	你好官网PC端 我的课程里或APP 已购课程APP支持下载到手机上 看
我##我	我在我笔记本上运行了一下 小牛这个系统，好几个小时还在训练，是不是训练不出来
我##我	嗯，比如最后倒数第二课也全是pdf但是老师给了代码链接。但是第四课的文件里面也都是pdf，我没翻到代码，是不是我看漏了，有小伙伴看到了吗
我##我	我上课的老师只给我讲理论了，没有代码[表情]，误差大吗
我##我	[图片]水友们！水友们！问个事儿啊。我们知道生存分析处理的数据是 既有连续数据：时间。又有分类或定性数据：是否发生某疾病那么我的问题是：有什么算法是同样处理这种数据，但是又要求预测 发生这个疾病之后，再过一段时间发生这个疾病的情况呢？
他##他	感觉别人都是他爹，都得惯着他
我##你	所以我才给你介绍了这种按小时计费的
你##他	你上传50G数据集然后开始用他们的设备训练
我##我	小程序源码不错，不过最近没什么时间看了，其实我还想学3Dmax和CAD，时间太少了。昨天在家加班了一天，才把老大给我布置的任务做完。周末啊，在家敲一天代码的感觉[表情]
我##他	我只能解决代码的问题，其他的不专业
我##你	我猜你上面有IF结构
我##你	我给你一点资料吧
我##我	我们公司应该是星期二上班，我调休了四天[表情]
我##你	有要跳槽的联系我哦，奖金分你一半
我##我	对我一会就召唤我们的链接[表情][表情]
你##你	@-零点、零一分 你是要开发票么明天晚上 同事@Alina 给你开
他##他	就是说，他还是有可能知道，这是什么的东西吗？比如，华为手机充电器。 他会知道，这不是华为手机，而是华为充电器吗？
他##我	使用hanlp识别词性，但是总把词进行分词了，如何不让他分词呢，我使用了自己的默认分词器
你##我	软件开发进入AI时代了，你有自己的「AI编程同伴」了吗？ 凭我的「aiXcoder智能编程助手」专业版  邀请码【I05X】登录https://aixcoder.com下载安装，即可获得专业版免费使用权限！  赶快训练自己的「AI编程同伴」吧～～
我##你	我现在正在下载你这个包，试试
我##我	如果能做到的话，我再继续走下去。之前我以为不能，所以，想单独的提取关键字。
你##我	你先试试开源的吧，我司的框架门槛比较高
我##我	 【机器学习集训营 第7期】，1月21日正式开课，倒计时仅剩3天。现在报名集训营，学完正好赶上金三银四招聘季。为迎接今年招聘季，我们会为每位学员提供个性化的简历优化和面试指导服务，助力学员100%转型AI行业，且赢取一份高薪offer！现在仅剩6张优惠券了，有意向的学员可以随时咨询我，优惠券发完为止。集训营链接：http://www.julyedu.com/weekend/train7
我##我	@深圳-大数据+NLP-老队长 我也不想，我感觉那个也不一定准确。的感觉[表情]
我##你	毕竟我们都是吹一吹，你是要做的
